loan_id,loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,issue_date,loan_status,purpose,addr_state,dti,delinq_2yrs,fico_range_low,fico_range_high,open_acc,pub_rec,revol_util,total_acc,total_pymnt
LC000945,30000,30000,36 months,10.73,978.33,B,B3,5 years,MORTGAGE,114944.16,2024-12-13,Fully Paid,vacation,IL,15.91,3,693,697,13,0,29.4,18,6858.58
LC000946,10000,10000,36 months,8.09,313.78,A,A4,1 year,RENT,223689.07,2024-04-19,Fully Paid,small_business,MA,26.06,0,692,696,3,0,5.4,7,9680.88
LC000947,10000,10000,60 months,16.5,245.85,D,D2,2 years,MORTGAGE,67312.42,2020-11-25,Fully Paid,debt_consolidation,MI,14.26,0,771,775,2,0,75.1,9,12741.63
LC000948,5000,2707.69,36 months,8.87,158.7,B,B2,6 years,RENT,92170.67,2023-07-08,Current,medical,GA,13.28,0,767,771,17,0,98.2,26,1623.27
LC000949,40000,40000,36 months,14.67,1380.16,C,C2,9 years,OTHER,76487.31,2022-06-28,Late (31-120 days),small_business,NC,20.86,0,581,585,18,0,80.8,29,21103.71
LC000950,25000,25000,36 months,23.16,969.83,E,E4,9 years,RENT,102904.78,2018-05-30,Charged Off,home_improvement,IN,21.35,0,621,625,23,0,20.7,23,7250.59
LC000951,25000,25000,36 months,11.34,822.5,B,B2,5 years,MORTGAGE,37509.11,2018-12-22,Fully Paid,education,NC,15.75,1,794,798,25,0,94.7,29,7408.81
LC000952,25000,25000,36 months,11.3,822.02,B,B2,6 years,OWN,30036.08,2023-12-16,Fully Paid,auto,CA,8.08,0,643,647,5,0,77.3,7,9505.05
LC000953,15000,13613.83,36 months,11.03,491.29,B,B5,2 years,RENT,98336.42,2021-11-23,Current,home_improvement,TX,14.7,0,794,798,19,0,25.9,19,3031.01
LC000954,35000,35000,60 months,5.01,660.65,A,A3,8 years,MORTGAGE,72272.96,2020-04-09,Fully Paid,auto,FL,22.38,0,631,635,24,0,38.5,25,38279.02
LC000955,40000,34435.17,36 months,14.99,1386.42,C,C1,< 1 year,OTHER,85299.08,2019-09-30,Current,credit_card,WI,21.33,1,792,796,3,0,63.0,15,5338.22
LC000956,30000,30000,60 months,15.47,721.12,C,C3,7 years,MORTGAGE,135162.35,2019-05-04,Fully Paid,small_business,MO,27.0,2,619,623,8,0,33.7,13,21813.1
LC000957,5000,5000,36 months,7.5,155.53,A,A2,9 years,OWN,108798.29,2019-09-26,Fully Paid,auto,WI,38.09,0,634,638,15,0,11.1,30,4302.46
LC000958,20000,20000,60 months,10.2,426.91,B,B4,7 years,MORTGAGE,59316.68,2024-02-19,Fully Paid,vacation,VA,6.41,1,794,798,19,0,0.7,28,22811.16
LC000959,25000,25000,60 months,12.78,566.02,C,C1,7 years,RENT,40894.69,2022-04-24,Charged Off,education,MO,12.47,0,782,786,7,0,39.0,8,3893.72
LC000960,30000,16090.49,36 months,12.27,1000.3,C,C1,6 years,OWN,50469.23,2018-08-13,Current,education,MI,9.14,0,766,770,24,0,14.2,34,4637.37
LC000961,20000,10468.51,36 months,7.02,617.72,A,A2,3 years,RENT,105882.57,2024-09-26,Current,home_improvement,CA,34.93,0,837,841,4,0,91.2,17,633.98
LC000962,35000,35000,36 months,22.79,1351.01,E,E4,1 year,RENT,57986.21,2024-03-02,Fully Paid,debt_consolidation,NJ,32.8,1,698,702,23,0,33.0,32,40479.51
LC000963,15000,15000,60 months,10.22,320.33,B,B4,5 years,OWN,44604.1,2019-07-15,Fully Paid,home_improvement,MA,25.48,0,797,801,5,0,33.7,8,16029.24
LC000964,10000,10000,36 months,6.19,305.08,A,A5,5 years,MORTGAGE,46588.34,2018-03-19,Fully Paid,medical,AZ,18.17,1,603,607,23,0,22.7,35,10260.42
LC000965,10000,10000,36 months,10.05,322.91,B,B4,< 1 year,MORTGAGE,58221.41,2023-12-18,Default,auto,TN,12.13,0,836,840,16,0,26.3,31,1299.08
LC000966,25000,25000,36 months,14.01,854.56,C,C3,8 years,RENT,49599.03,2023-12-04,Fully Paid,small_business,MA,21.07,0,672,676,14,0,33.2,26,27517.16
LC000967,5000,3395.34,60 months,26.67,151.69,F,F4,2 years,MORTGAGE,54423.61,2020-05-02,Current,education,TN,28.91,2,653,657,17,0,70.6,27,255.43
LC000968,5000,5000,60 months,21.63,137.04,E,E4,4 years,MORTGAGE,191102.76,2019-12-24,Fully Paid,credit_card,VA,6.06,2,714,718,18,0,39.3,25,536.16
LC000969,15000,15000,36 months,17.9,541.53,D,D5,7 years,MORTGAGE,156499.67,2021-07-11,Fully Paid,credit_card,AZ,30.98,1,747,751,21,0,25.7,21,10503.45
LC000970,15000,15000,36 months,21.75,570.92,E,E4,3 years,MORTGAGE,78872.52,2023-05-08,Fully Paid,education,IL,29.66,1,594,598,9,0,14.7,14,4744.72
LC000971,10000,10000,36 months,19.87,370.97,D,D2,2 years,RENT,77221.38,2024-03-12,Fully Paid,vacation,GA,10.75,0,730,734,7,0,11.4,15,12279.96
LC000972,15000,15000,60 months,18.99,389.03,D,D5,< 1 year,MORTGAGE,82736.63,2021-01-05,Charged Off,home_improvement,TX,39.44,3,587,591,5,0,18.4,17,7815.16
LC000973,30000,30000,60 months,14.74,709.61,C,C1,4 years,RENT,48508.32,2022-03-24,Charged Off,home_improvement,MA,15.19,0,681,685,8,0,18.3,16,14085.36
LC000974,35000,35000,36 months,11.15,1148.34,B,B2,2 years,MORTGAGE,34721.87,2024-10-08,Fully Paid,auto,IL,7.13,0,759,763,21,0,54.9,24,45134.87
LC000975,10000,10000,36 months,15.29,348.08,C,C5,2 years,MORTGAGE,86581.87,2023-01-28,Fully Paid,credit_card,PA,27.83,1,732,736,20,0,83.0,33,7635.58
LC000976,30000,24976.61,60 months,8.58,616.65,B,B2,< 1 year,RENT,66356.54,2022-08-18,Current,debt_consolidation,PA,22.7,1,802,806,11,0,49.5,22,13822.55
LC000977,10000,10000,60 months,15.62,241.17,C,C2,3 years,OWN,66020.34,2024-07-23,Fully Paid,small_business,VA,38.06,0,701,705,21,0,57.2,22,3475.48
LC000978,15000,15000,60 months,7.83,302.93,A,A2,9 years,OWN,47344.6,2021-03-07,Fully Paid,debt_consolidation,GA,33.19,0,756,760,3,0,22.6,13,10577.29
LC000979,20000,20000,36 months,15.02,693.5,C,C5,4 years,RENT,25541.35,2024-01-11,Fully Paid,vacation,GA,35.63,0,730,734,9,0,42.6,9,20063.81
LC000980,15000,15000,36 months,8.33,472.33,A,A5,4 years,RENT,85399.3,2021-02-12,Fully Paid,debt_consolidation,WA,13.5,0,834,838,14,0,30.9,25,13036.51
LC000981,20000,20000,36 months,12.4,668.11,C,C4,6 years,OWN,54339.74,2020-10-28,Fully Paid,small_business,CA,30.29,1,645,649,15,0,31.8,27,4891.17
LC000982,25000,25000,36 months,17.26,894.56,D,D2,2 years,RENT,19242.07,2021-12-23,Fully Paid,home_improvement,NC,7.14,0,665,669,24,0,23.0,34,5511.03
LC000983,40000,40000,36 months,14.55,1377.81,C,C3,8 years,MORTGAGE,61498.44,2023-08-18,Charged Off,medical,NJ,26.19,0,644,648,13,0,13.1,15,18989.21
LC000984,40000,40000,36 months,12.17,1331.82,C,C1,8 years,RENT,41338.18,2021-12-22,Fully Paid,debt_consolidation,PA,18.38,1,681,685,8,0,58.8,21,35944.58
LC000985,30000,30000,36 months,28.41,1247.56,F,F3,2 years,RENT,27155.42,2019-12-06,Fully Paid,vacation,NC,34.03,0,667,671,12,0,47.7,24,26704.64
LC000986,30000,30000,36 months,18.95,1098.92,D,D3,4 years,MORTGAGE,48369.17,2023-12-25,Fully Paid,education,PA,25.5,0,666,670,19,0,35.0,22,19100.0
LC000987,15000,15000,36 months,14.58,516.9,C,C2,6 years,MORTGAGE,66305.85,2024-08-30,Fully Paid,debt_consolidation,WI,38.1,2,663,667,9,0,56.9,14,8599.54
LC000988,5000,5000,60 months,17.05,124.4,D,D4,1 year,RENT,30668.31,2018-06-11,Fully Paid,auto,WI,16.99,0,606,610,20,0,6.7,29,3949.52
LC000989,15000,15000,36 months,9.54,480.77,B,B2,4 years,RENT,62343.28,2023-12-07,Fully Paid,moving,TX,8.04,1,693,697,14,0,41.9,14,8704.2
LC000990,30000,15186.46,36 months,20.04,1115.52,E,E4,1 year,MORTGAGE,53119.26,2020-07-02,Current,auto,OH,12.99,0,668,672,8,0,82.5,12,8536.52
LC000991,25000,25000,36 months,15.6,874.0,C,C3,3 years,OWN,81020.73,2023-05-07,Late (31-120 days),debt_consolidation,AZ,37.04,0,680,684,16,0,89.4,27,11850.59
LC000992,25000,25000,60 months,15.52,601.59,C,C2,2 years,RENT,66908.66,2024-12-13,Charged Off,auto,PA,21.57,0,754,758,5,0,99.7,20,617.65
LC000993,25000,25000,36 months,5.27,752.31,A,A5,4 years,RENT,42281.37,2024-06-03,Fully Paid,debt_consolidation,PA,12.67,1,756,760,15,0,50.0,27,25681.33
LC000994,35000,35000,36 months,10.46,1136.93,B,B2,10+ years,OWN,38708.81,2018-01-14,Fully Paid,auto,IN,29.09,0,668,672,8,0,26.6,8,40696.73
LC000995,25000,25000,60 months,12.94,568.06,C,C3,7 years,RENT,37854.76,2018-07-24,Fully Paid,education,FL,26.12,1,596,600,20,0,7.8,33,17655.66
LC000996,35000,35000,36 months,22.91,1353.2,E,E3,1 year,MORTGAGE,42016.79,2020-08-15,Charged Off,home_improvement,VA,31.34,0,759,763,15,0,46.7,27,10908.81
LC000997,15000,15000,60 months,17.81,379.35,D,D5,6 years,RENT,161442.14,2024-04-21,Fully Paid,medical,GA,10.84,1,636,640,2,0,4.1,16,2098.79
LC000998,35000,35000,36 months,22.37,1343.37,E,E2,6 years,MORTGAGE,82269.03,2019-05-08,Charged Off,small_business,PA,5.95,0,827,831,22,0,81.7,37,8616.56
LC000999,5000,5000,36 months,23.08,193.76,E,E5,4 years,MORTGAGE,103304.57,2022-05-06,Charged Off,auto,MD,27.65,0,800,804,12,0,67.6,13,2039.21
LC001000,40000,40000,36 months,8.46,1261.96,A,A5,8 years,MORTGAGE,211595.23,2019-04-29,Charged Off,debt_consolidation,NC,34.53,1,745,749,2,0,57.0,6,10142.1
LC001001,40000,40000,36 months,16.12,1408.65,D,D1,1 year,OWN,63868.64,2023-04-28,Fully Paid,small_business,IN,11.54,0,611,615,4,0,93.0,4,36299.39
LC001002,15000,15000,36 months,13.67,510.26,C,C5,6 years,RENT,123599.2,2023-12-27,Fully Paid,medical,WI,35.92,0,684,688,9,0,91.4,9,12071.62
LC001003,20000,20000,36 months,8.4,630.42,A,A2,6 years,RENT,94609.99,2021-03-02,Fully Paid,education,MA,31.99,0,747,751,11,0,69.2,14,16371.55
LC001004,5000,5000,60 months,6.29,97.34,A,A3,1 year,MORTGAGE,97608.24,2018-08-11,Charged Off,home_improvement,MA,23.57,0,719,723,9,0,77.5,16,1242.86
LC001005,25000,25000,60 months,14.65,590.17,C,C1,10+ years,OWN,51203.72,2022-04-04,Charged Off,medical,MD,17.03,1,850,854,20,0,92.0,23,2128.75
LC001006,25000,25000,60 months,16.17,610.21,D,D5,6 years,RENT,66217.62,2023-02-04,Fully Paid,small_business,IN,12.13,0,842,846,22,0,89.7,24,19008.03
LC001007,30000,21092.17,36 months,15.81,1051.9,C,C3,7 years,RENT,32388.24,2024-09-22,Current,education,FL,27.64,0,721,725,4,0,42.3,7,1675.96
LC001008,15000,15000,36 months,15.98,527.21,C,C5,1 year,OWN,72914.61,2020-11-02,Fully Paid,vacation,TN,28.54,0,715,719,10,0,59.4,15,4715.57
LC001009,30000,30000,36 months,16.86,1067.49,D,D3,10+ years,MORTGAGE,41524.6,2024-05-23,Charged Off,debt_consolidation,GA,25.49,0,659,663,9,0,18.2,17,13698.81
LC001010,25000,22838.36,36 months,5.15,750.96,A,A3,6 years,OTHER,43293.08,2022-02-13,Current,medical,CA,29.44,0,797,801,10,0,53.2,24,3726.91
LC001011,40000,40000,36 months,23.99,1569.1,E,E5,8 years,MORTGAGE,62664.04,2018-06-07,Charged Off,moving,WI,17.93,0,784,788,15,0,12.7,28,9786.06
LC001012,40000,40000,60 months,15.87,969.96,C,C2,< 1 year,MORTGAGE,51114.32,2020-01-26,Fully Paid,education,MD,28.33,0,669,673,6,1,18.6,18,22423.92
LC001013,35000,35000,60 months,9.12,728.58,B,B4,6 years,OWN,146276.24,2020-06-01,Fully Paid,vacation,TN,18.19,2,659,663,20,0,95.0,27,26851.07
LC001014,35000,35000,36 months,12.05,1163.34,C,C4,9 years,OTHER,56852.76,2019-01-27,Fully Paid,vacation,OH,13.92,0,668,672,3,0,25.1,10,7054.79
LC001015,40000,40000,36 months,29.58,1688.87,F,F4,8 years,RENT,35266.7,2024-04-29,Fully Paid,medical,FL,26.59,0,614,618,11,0,85.2,20,42953.32
LC001016,35000,35000,60 months,14.58,824.95,C,C2,3 years,MORTGAGE,58305.56,2021-09-11,Charged Off,small_business,TX,18.43,1,661,665,25,1,13.5,25,7073.51
LC001017,10000,10000,36 months,10.68,325.87,B,B5,10+ years,RENT,20521.24,2022-02-24,Fully Paid,small_business,CA,36.7,2,785,789,6,0,97.6,7,5373.94
LC001018,10000,10000,36 months,15.75,350.34,C,C1,2 years,RENT,55571.17,2018-01-28,Fully Paid,medical,TN,16.66,1,825,829,6,0,73.2,15,4815.85
LC001019,35000,35000,36 months,24.58,1383.83,F,F2,5 years,RENT,57519.23,2020-07-13,Charged Off,small_business,TX,22.16,0,680,684,22,0,97.0,23,17499.85
LC001020,20000,14933.82,36 months,18.06,723.65,D,D5,4 years,MORTGAGE,65521.46,2021-01-31,Current,medical,MO,21.09,0,677,681,11,0,85.1,20,230.03
LC001021,20000,20000,36 months,17.26,715.65,D,D5,3 years,RENT,55121.26,2023-04-15,Charged Off,vacation,VA,38.9,1,582,586,24,0,7.6,26,11532.16
LC001022,30000,30000,60 months,6.34,584.74,A,A5,9 years,RENT,65293.44,2019-01-26,Fully Paid,moving,NC,6.3,1,617,621,19,0,34.4,21,17126.42
LC001023,40000,40000,36 months,8.51,1262.89,B,B5,8 years,OWN,27863.57,2018-03-17,Default,auto,WI,25.57,0,586,590,24,0,11.7,32,3590.67
LC001024,5000,5000,36 months,5.83,151.72,A,A5,2 years,RENT,38724.83,2022-12-27,Fully Paid,debt_consolidation,IL,33.73,2,784,788,23,0,69.3,23,4148.48
LC001025,20000,20000,60 months,11.53,440.15,B,B4,< 1 year,OWN,42976.48,2021-05-13,Fully Paid,debt_consolidation,IN,16.99,0,793,797,6,1,60.4,20,20290.09
LC001026,5000,5000,36 months,18.39,181.74,D,D4,6 years,MORTGAGE,71281.65,2020-06-29,Fully Paid,auto,IL,28.78,0,640,644,21,0,83.8,30,1101.56
LC001027,30000,30000,36 months,9.07,954.97,B,B3,7 years,MORTGAGE,66475.73,2019-10-13,Fully Paid,credit_card,GA,11.53,0,641,645,5,0,29.5,19,27412.34
LC001028,40000,37527.98,60 months,14.91,949.71,C,C3,6 years,MORTGAGE,50896.45,2022-05-19,Current,credit_card,GA,6.98,1,650,654,22,0,75.0,31,10941.3
LC001029,20000,20000,60 months,9.64,421.41,B,B4,8 years,MORTGAGE,35160.77,2023-12-30,Fully Paid,small_business,VA,18.16,0,581,585,13,0,74.8,15,23773.18
LC001030,5000,5000,36 months,6.38,152.97,A,A4,1 year,MORTGAGE,60795.24,2022-10-23,Fully Paid,debt_consolidation,WI,18.85,0,802,806,2,0,53.0,4,565.69
LC001031,15000,12874.56,36 months,8.58,474.07,B,B1,9 years,RENT,68819.67,2020-08-05,Current,small_business,WA,10.53,1,682,686,16,0,69.5,27,3324.6
LC001032,40000,20325.8,60 months,8.27,816.23,A,A4,8 years,RENT,29734.43,2021-03-14,Current,auto,IN,14.02,0,719,723,22,0,31.9,31,6842.39
LC001033,20000,20000,60 months,17.13,498.45,D,D5,6 years,RENT,46344.65,2019-09-04,Fully Paid,moving,TX,14.9,3,749,753,14,0,16.8,25,11117.27
LC001034,15000,15000,36 months,9.58,481.06,B,B4,5 years,RENT,33263.28,2018-03-07,Fully Paid,credit_card,NY,20.67,1,731,735,16,0,42.1,28,1989.12
LC001035,20000,20000,36 months,10.88,653.64,B,B2,3 years,RENT,70718.32,2022-03-10,Fully Paid,medical,MI,8.16,0,834,838,5,0,52.6,6,16177.53
LC001036,25000,25000,36 months,11.06,819.18,B,B5,8 years,MORTGAGE,29934.59,2023-03-01,Fully Paid,home_improvement,IN,8.4,2,743,747,24,1,58.3,34,14435.79
LC001037,20000,20000,36 months,26.58,812.0,F,F3,< 1 year,MORTGAGE,98794.93,2022-06-10,Charged Off,debt_consolidation,VA,9.31,1,700,704,8,0,49.4,22,9263.96
LC001038,5000,3222.74,36 months,28.83,209.07,F,F4,6 years,RENT,37040.61,2024-10-08,Current,auto,IL,11.5,0,593,597,21,0,21.7,25,77.19
LC001039,35000,29505.18,60 months,23.74,1001.6,E,E2,3 years,RENT,31448.8,2020-07-05,Current,credit_card,IL,21.11,0,675,679,10,0,23.7,15,384.0
LC001040,20000,20000,36 months,7.66,623.6,A,A1,1 year,MORTGAGE,22623.5,2024-10-26,Fully Paid,moving,NJ,14.76,2,650,654,8,0,7.1,12,9878.14
LC001041,40000,40000,36 months,9.63,1283.75,B,B3,6 years,RENT,35458.76,2021-03-10,Late (31-120 days),auto,IL,26.33,0,615,619,8,0,2.9,20,23829.49
LC001042,40000,40000,36 months,17.87,1443.49,D,D2,5 years,RENT,120503.93,2023-05-13,Fully Paid,moving,CA,7.64,2,839,843,24,1,40.1,33,6513.28
LC001043,25000,25000,36 months,8.97,794.64,B,B1,5 years,MORTGAGE,48727.65,2023-07-25,Fully Paid,education,TN,30.48,0,599,603,22,0,72.7,26,17690.19
LC001044,5000,3934.19,36 months,11.45,164.76,B,B4,4 years,MORTGAGE,29106.26,2022-07-11,Current,medical,AZ,10.6,0,600,604,9,0,50.8,20,630.88
LC001045,20000,20000,60 months,15.92,485.51,C,C5,9 years,RENT,35481.88,2020-11-21,Charged Off,vacation,AZ,24.98,0,828,832,25,0,27.8,27,10664.93
LC001046,20000,20000,36 months,16.57,708.78,D,D1,9 years,MORTGAGE,130754.82,2022-04-10,Fully Paid,home_improvement,PA,35.53,0,731,735,8,0,97.4,16,18893.33
LC001047,30000,30000,36 months,22.46,1152.87,E,E1,4 years,OTHER,277590.96,2019-11-01,Fully Paid,auto,MD,16.88,0,708,712,2,0,68.4,15,36805.69
LC001048,40000,40000,36 months,8.72,1266.78,B,B2,8 years,RENT,37095.82,2018-08-25,Fully Paid,vacation,MI,22.54,0,652,656,6,0,54.5,21,6374.84
LC001049,30000,30000,36 months,17.6,1078.56,D,D2,8 years,OWN,75206.37,2024-12-28,Fully Paid,education,OH,39.28,0,718,722,14,0,51.5,28,11691.91
LC001050,20000,20000,36 months,6.38,611.89,A,A5,7 years,OWN,104109.12,2018-01-31,Fully Paid,credit_card,VA,34.38,1,610,614,20,0,38.4,24,18425.21
LC001051,35000,35000,60 months,9.63,737.29,B,B3,5 years,MORTGAGE,38771.8,2021-01-29,Fully Paid,debt_consolidation,WA,17.55,0,832,836,13,1,25.5,26,25382.82
LC001052,5000,3003.98,36 months,17.43,179.34,D,D5,3 years,RENT,92097.38,2018-10-09,Current,moving,MI,17.35,0,746,750,5,0,86.1,13,732.74
LC001053,35000,21408.43,60 months,12.78,792.42,C,C4,8 years,MORTGAGE,22583.57,2018-07-05,Current,credit_card,TX,15.44,2,717,721,6,0,41.1,11,12628.22
LC001054,5000,3024.36,36 months,18.34,181.62,D,D3,1 year,MORTGAGE,78335.09,2019-07-07,Current,credit_card,IL,7.32,0,823,827,21,0,82.0,36,706.32
LC001055,35000,17519.07,36 months,11.13,1148.01,B,B1,6 years,RENT,57082.62,2018-03-19,Current,vacation,TX,39.57,0,587,591,20,0,95.2,28,7539.09
LC001056,5000,4360.25,60 months,11.31,109.49,B,B2,9 years,RENT,117682.97,2020-02-23,Current,small_business,TX,17.38,0,651,655,12,0,87.0,26,1739.71
LC001057,30000,30000,36 months,15.82,1052.05,C,C5,5 years,OWN,54991.58,2020-04-05,Fully Paid,vacation,IL,15.81,0,842,846,15,2,68.6,20,31321.48
LC001058,25000,25000,36 months,12.42,835.38,C,C4,7 years,MORTGAGE,142626.77,2024-02-26,Fully Paid,medical,PA,13.56,3,692,696,7,0,73.6,18,11276.07
LC001059,5000,5000,36 months,13.54,169.77,C,C1,6 years,MORTGAGE,102576.01,2023-04-04,Charged Off,small_business,MI,25.66,0,624,628,13,0,92.2,15,2469.99
LC001060,5000,2641.54,60 months,19.73,131.72,D,D5,9 years,MORTGAGE,39079.3,2019-09-13,Current,auto,TN,13.24,0,815,819,25,0,11.9,25,1122.81
LC001061,40000,40000,60 months,16.22,977.4,D,D4,1 year,MORTGAGE,48214.1,2022-09-20,Charged Off,credit_card,OH,14.82,0,818,822,16,0,7.1,30,23731.99
LC001062,40000,40000,36 months,23.0,1548.39,E,E5,8 years,MORTGAGE,66919.02,2023-09-20,Default,education,PA,7.32,0,613,617,12,0,58.0,23,5042.35
LC001063,5000,4696.23,60 months,11.51,109.99,B,B5,8 years,MORTGAGE,56319.1,2019-04-15,Current,debt_consolidation,NJ,28.98,0,784,788,4,0,68.1,9,1540.8
LC001064,35000,35000,60 months,7.97,709.17,A,A5,2 years,MORTGAGE,78763.07,2024-09-07,Fully Paid,home_improvement,TX,8.44,0,648,652,2,0,91.4,14,12716.73
LC001065,20000,20000,60 months,16.9,495.98,D,D5,9 years,MORTGAGE,64654.35,2021-07-19,Fully Paid,moving,NJ,22.9,0,803,807,23,1,92.0,30,11930.38
LC001066,40000,40000,60 months,13.77,925.97,C,C2,1 year,RENT,47781.54,2022-12-08,Charged Off,debt_consolidation,VA,31.81,0,691,695,5,0,4.3,15,12595.14
LC001067,25000,25000,36 months,13.05,842.95,C,C2,10+ years,OWN,62892.96,2018-07-30,Charged Off,home_improvement,IL,39.36,3,687,691,5,0,30.8,20,11899.18
LC001068,35000,35000,60 months,23.28,992.31,E,E2,4 years,MORTGAGE,24589.59,2024-01-12,Fully Paid,small_business,GA,26.06,0,599,603,20,0,45.0,34,37280.46
LC001069,35000,35000,36 months,15.91,1228.94,C,C3,3 years,RENT,54763.68,2018-09-29,Fully Paid,small_business,WI,15.27,0,698,702,15,0,29.8,15,35352.07
LC001070,40000,40000,60 months,13.46,919.57,C,C2,10+ years,MORTGAGE,97757.51,2018-06-04,Fully Paid,home_improvement,NJ,10.61,0,655,659,23,0,39.3,29,18606.39
LC001071,35000,32314.78,60 months,7.99,709.51,A,A2,6 years,RENT,42829.77,2018-04-09,Current,auto,MI,7.41,0,757,761,22,0,58.2,34,13747.08
LC001072,30000,30000,60 months,10.41,643.48,B,B1,2 years,OWN,41747.98,2018-09-18,Fully Paid,credit_card,CA,37.26,0,829,833,10,1,60.9,23,5769.21
LC001073,25000,25000,36 months,15.56,873.5,C,C4,2 years,RENT,63554.08,2024-04-22,Fully Paid,moving,MA,32.57,0,733,737,10,0,88.8,18,20244.74
LC001074,20000,14156.16,60 months,19.88,528.54,D,D2,3 years,RENT,62531.46,2024-06-13,Current,education,PA,6.0,2,657,661,15,0,96.8,15,3842.72
LC001075,10000,10000,60 months,5.01,188.76,A,A4,8 years,MORTGAGE,122638.78,2019-07-02,Charged Off,auto,NC,31.13,0,703,707,10,1,3.2,14,237.71
LC001076,40000,40000,60 months,21.43,1091.83,E,E2,3 years,RENT,91418.01,2019-05-08,Fully Paid,debt_consolidation,WI,8.28,0,811,815,21,0,30.4,33,41289.48
LC001077,30000,30000,36 months,10.02,968.3,B,B4,10+ years,OWN,45341.1,2022-04-04,Fully Paid,credit_card,WA,35.4,0,772,776,3,0,48.9,7,15054.78
LC001078,40000,40000,60 months,13.5,920.39,C,C2,3 years,RENT,75549.81,2018-01-11,Late (31-120 days),credit_card,NJ,33.42,0,732,736,21,0,85.7,31,19961.84
LC001079,40000,40000,36 months,16.56,1417.37,D,D3,4 years,MORTGAGE,37618.45,2022-01-19,Fully Paid,home_improvement,VA,23.76,0,580,584,11,0,23.3,19,31852.46
LC001080,40000,40000,36 months,6.84,1232.16,A,A3,8 years,MORTGAGE,37329.39,2021-03-15,Fully Paid,moving,AZ,33.84,0,689,693,4,0,28.9,14,13327.32
LC001081,40000,40000,36 months,19.86,1483.69,D,D3,8 years,MORTGAGE,59986.14,2023-12-31,Fully Paid,home_improvement,CA,12.21,0,623,627,12,0,22.9,27,7725.58
LC001082,30000,30000,36 months,13.69,1020.82,C,C1,4 years,RENT,70692.59,2024-06-26,Charged Off,auto,NY,31.63,0,607,611,15,0,0.2,28,3225.71
LC001083,20000,20000,60 months,16.22,488.7,D,D1,2 years,RENT,54900.97,2019-07-20,Fully Paid,home_improvement,FL,20.11,0,751,755,22,0,69.5,32,2655.4
LC001084,15000,15000,60 months,8.57,308.25,B,B1,9 years,OWN,41109.5,2021-02-12,Fully Paid,credit_card,GA,19.06,1,707,711,8,0,12.9,12,3848.85
LC001085,5000,5000,60 months,12.38,112.18,C,C1,5 years,MORTGAGE,52722.3,2020-07-04,Charged Off,auto,GA,26.49,0,603,607,4,0,53.4,10,544.61
LC001086,25000,25000,60 months,9.67,527.13,B,B1,8 years,RENT,81005.83,2024-11-01,Fully Paid,debt_consolidation,PA,28.77,0,750,754,6,0,39.9,15,15401.45
LC001087,30000,30000,60 months,5.87,578.17,A,A2,1 year,MORTGAGE,130453.19,2019-12-28,Fully Paid,auto,VA,27.28,2,822,826,22,0,27.6,33,15045.9
LC001088,30000,26741.34,36 months,6.97,925.9,A,A4,7 years,RENT,119825.33,2024-12-12,Current,education,MI,22.08,0,779,783,7,0,63.9,8,5928.14
LC001089,40000,25792.72,60 months,11.22,874.09,B,B5,2 years,MORTGAGE,73275.12,2019-06-06,Current,vacation,NJ,37.33,0,781,785,15,0,33.8,28,13578.78
LC001090,25000,25000,36 months,16.41,883.99,D,D4,8 years,MORTGAGE,59104.76,2021-08-20,Fully Paid,medical,AZ,10.48,0,814,818,22,0,19.6,29,24972.49
LC001091,25000,25000,36 months,10.48,812.33,B,B5,1 year,MORTGAGE,49105.14,2019-02-20,Fully Paid,vacation,OH,13.27,0,619,623,15,0,67.3,17,3376.81
LC001092,40000,22636.3,60 months,7.42,800.0,A,A2,1 year,MORTGAGE,57758.95,2024-03-27,Current,education,NC,32.06,0,628,632,10,0,48.1,10,1663.58
LC001093,40000,22773.89,36 months,9.89,1288.62,B,B2,7 years,MORTGAGE,67008.63,2021-11-11,Current,auto,OH,14.73,0,653,657,25,0,16.4,34,12718.05
LC001094,20000,20000,36 months,21.58,759.47,E,E5,10+ years,MORTGAGE,70275.4,2021-04-11,Charged Off,home_improvement,WI,22.7,0,620,624,23,0,70.2,35,306.9
LC001095,10000,10000,60 months,16.13,243.87,D,D5,4 years,RENT,42092.34,2024-07-24,Fully Paid,home_improvement,OH,8.76,0,759,763,20,0,71.8,28,12664.75
LC001096,20000,10739.13,36 months,11.85,662.85,B,B4,< 1 year,MORTGAGE,137699.21,2018-09-12,Current,education,TN,32.81,1,724,728,3,0,69.1,5,1617.61
LC001097,10000,10000,36 months,15.09,347.09,C,C1,1 year,MORTGAGE,75510.12,2019-05-03,Fully Paid,vacation,TX,15.9,0,662,666,3,0,88.1,16,11514.05
LC001098,20000,20000,60 months,13.03,455.37,C,C2,10+ years,MORTGAGE,48862.91,2020-03-19,Fully Paid,debt_consolidation,TN,37.71,0,734,738,19,0,6.0,29,4308.04
LC001099,40000,40000,60 months,16.4,981.24,D,D5,< 1 year,MORTGAGE,53645.28,2018-03-08,Default,medical,MA,8.02,0,833,837,5,0,70.5,14,3877.73
